index,review_title,rating
20663,perfect stay for bruge,7.9
20664,Fabulous,8.8
20665,Exceptional,10
20666,All good.,10
20667,ASTER was brillaint and proffesional.,8.3
20668,A good night's sleep in a clean modern hotel a short distance from the Grand Place.,9.2
20669,Nice stay in beautiful city,9.6
20670,Very good,8
20671,Exceptional,10
20672,Very good,8.3
20673,"Pretty good, especially a great location!",6.7
20674,Very convenient to all things in Bruges.  Host was super helpful and responsive.,9.2
20675,Good,7.1
20676,Fabulous,8.8
20677,Fabulous,8.8
20678,Weekend in Bruges,10
20679,Fabulous,8.8
20680,Very good,8.3
20681,Exceptional,10
20682,Good,7.5
20683,Superb,9
20684,Perfect stay thank you x,9
20685,Good,7.5
20686,Exceptional,10
20687,Exceptional,9.6
20688,Superb,9
20689,Fabulous,8.8
20690,Good,7.5
20691,Exceptional,10
20692,Exceptional,10
20693,Exceptional,10
20694,Super impressed - other Brussels hotels need to watch out!,8.8
20695,Exceptional,9.6
20696,Fabulous,8.8
20697,Exceptional,10
20698,Good,7.5
20699,Exceptional,10
20700,A welcoming and conveniently located house.,10
20701,Good,7.1
20702,Superb,9.2
20703,Good,7.5
20704,Exceptional,9.6
20705,Excellent - would be happy to stay here again!,8.8
20706,Exceptional,10
20707,Very solide stay for dicent price,8.3
20708,Exceptional,10
20709,Good,7.9
20710,Exceptional,10
20711,Good,7.5
20712,Exceptional,10
20713,Exceptional,10
20714,Superb,9
20715,"If I will have another possibility to visit Bruges, I will take into account and this location.",8.8
20716,Exceptional,10
20717,Excellent,10
20718,Exceptional,10
20719,Good,7.1
20720,Exceptional,10
20721,Disappointing,4
20722,Fabulous,8.8
20723,Superb,9
20724,Good,7.1
20725,Great weekend,10
20726,Exceptional,10
20727,Superb,9
20728,Good,7.9
20729,Exceptional,10
20730,Lovely B&B highly recommend,10
20731,Fabulous,8.8
20732,Exceptional,10
20733,Exceptional,9.6
20734,Passable,5
20735,Superb,9.2
20736,Superb,9
20737,Pleasant,6.7
20738,Exceptional,10
20739,Excellent Stay,9.6
20740,Exceptional,9.6
20741,Would recommend to any traveller!,9.2
20742,Exceptional,10
20743,Exceptional,10
20744,Superb,9.2
20745,Superb,9.2
20746,cosy and fun,9.6
20747,Exceptional,10
20748,Fabulous,8.8
20749,Exceptional,10
20750,Good,7.9
20751,Okay,5.8
20752,Superb,9.6
20753,Very good,8
20754,Very good,9.2
20755,Exceptional,10
20756,Great choice!,10
20757,"Staff friendly and helpful.  Room size was the main drawback, no room for a fridge or lounge chair.",7.9
20758,Exceptional,9.6
20759,Very good,8.3
20760,Lovely stay in a lovely hotel!,10
20761,Fabulous,8.8
20762,Very good,8
20763,Good,7
20764,Exceptional,10
20765,Very nice stay,10
20766,Very good,8
20767,Pleasant,6.7
20768,Exceptional,10
20769,Best place to stay in Brugge.,10
20770,Exceptional,10
20771,"Lovely staff, good location only 15mns walk from the centre.",10
20772,Superb,9.2
20773,Poor,3
20774,Superb,9.2
20775,Superb,9
20776,Fabulous,8.8
20777,Exceptional,10
20778,great location,7.9
20779,Superb,9.2
20780,Pleasant,6.7
20781,Okay,5.8
20782,Fantastic b&b belgica,10
20783,Exceptional,9.6
20784,A nice stay spoiled by contractors.,7.5
20785,Fabulous,8.8
20786,Pleasant,6.7
20787,Good,7.5
20788,Exceptional,9.6
20789,Good,7.5
20790,Nice and cozy,10
20791,Exceptional,10
20792,Good,7
20793,Good,7.9
20794,First class stay,10
20795,close to all locations in Brugge,7
20796,Very enjoyable lots of sites of interest concerning the 1st world war,7.9
20797,Exceptional,9.6
20798,Superb,9.2
20799,Poor,3.3
20800,Good,7.5
20801,Exceptional,10
20802,Superb,9.2
20803,Pleasant,6.7
20804,Exceptional,9.6
20805,Superb,9.2
20806,The location was fantastic and the staff couldn't be more helpful or friendly.,8.8
20807,Wonderful B&B in a wonderful town,10
20808,Extremely good hotel,10
20809,Very good,8.3
20810,We’ll be back,10
20811,Passable,5
20812,Pleasant,6.7
20813,Superb,9
20814,Superb,9.2
20815,Passable,5
20816,Exceptional,10
20817,Fabulous,8.8
20818,It was great in general,9.2
20819,Exceptional,10
20820,Superb,9.2
20821,Good place to stay,10
20822,Would use again.,8.3
20823,It was not a very good value for money.,5
20824,Exceptional,10
20825,Exceptional,10
20826,Pleasant,6.7
20827,Very good,8.3
20828,Fabulous,8.8
20829,"Nice hotel with great staff, but not for people with sensitive nose",8.3
20830,Exceptional,10
20831,Exceptional,10
20832,Great value,9.6
20833,Exceptional,10
20834,Where are the bed bugs?,1
20835,Exceptional,10
20836,Exceptional,9.6
20837,Good,7.5
20838,Good,7.1
20839,Fabulous,8.8
20840,Exceptional,9.6
20841,Excellent hotel for the price,10
20842,Exceptional,10
20843,Superb,9
20844,Pleasant,6.3
20845,Exceptional,10
20846,Exceptional,10
20847,Good,7.9
20848,Putje,8.8
20849,Exceptional,10
20850,Very nice hotel and very enjoyable stay.,9.6
20851,Superb,9.2
20852,Exceptional,9.6
20853,Exceptional,10
20854,The room was very spacious and comfy. The rest of Hotel overall a much lower lever,5.5
20855,Exceptional,10
20856,Good,7.9
20857,Exceptional,10
20858,Nice hotel in good location,9.5
20859,Passable,5.4
20860,Exceptional,10
20861,Perfect,10
20862,Very good,8.3
20863,Very nice and convenient!,9.2
20864,"Ok but room for improvement, expensive",5
20865,Exceptional,9.6
20866,Exceptional,10
20867,A good stay!,7.9
20868,Fabulous,8.8
20869,Good but some room for improving,6.7
20870,Fabulous,8.8
20871,Exceptional,9.6
20872,Very good,8.3
20873,Exceptional,9.6
20874,Fabulous accommodation in the heart of Ypres,10
20875,Exceptional,10
20876,"Fantastic location, great house - comfortable, clean and exactly as described.  Highly recommended.",10
20877,Very good,8
20878,Exceptional,10
20879,Very good and will recomend to others,8
20880,Fantastic family visit.,9
20881,Superb,9.2
20882,Perfect for a cosy stay!,10
20883,Fabulous,8.8
20884,Great visit,10
20885,Exceptional,9.6
20886,Exceptional,10
20887,Exceptional,10
20888,Superb,9.2
20889,Excellent house,10
20890,Exceptional,9.6
20891,Great location,10
20892,Superb,9
20893,Super friendly and helpful hosts.,10
20894,Wonderful Experience in Bruges,9
20895,Exceptional,9.6
20896,Great townhouse in central Ypres,10
20897,Passable,5
20898,Pleasant,6.3
20899,Bedbugs at the bed,3.3
20900,Tip top in orde,9.6
20901,Excellent!,10
20902,Exceptional,10
20903,Passable,5.4
20904,Exceptional,10
20905,Exceptional,10
20906,Superb,9
20907,Exceptional,9.6
20908,Very good; will go back,10
20909,Exceptional,10
20910,Perfect place to stay for a night when you have your flight next day,9.6
20911,Very good,8
20912,Be sure to look at the pictures and accept the shared bathroom,4.6
20913,Liz,10
20914,Exceptional,10
20915,Fabulous,8.8
20916,Very nice room and building,9.6
20917,Pleasant,6
20918,"Amazing place, very nice owners and their breakfast is mind-blowing",9.6
20919,Owners,
20920,Dark silent room,
20921,Exceptional,9.6
20922,Exceptional,10
20923,Best bang for the buck in Belgium!,9.2
20924,Exceptional,10
20925,Superb,9.2
20926,Good,7
20927,A well located hotel of value and care for visting Ieper and WW1 places,9.2
20928,Short but very sweet!,10
20929,Poor,3
20930,Pleasant,6
20931,Very good,8
20932,Exceptional,10
20933,Great stay at this hotel,10
20934,Will definitely come back!,10
20935,Exceptional,10
20936,Lovely breakfast and really nice quaint hotel,9
20937,Superb,9.2
20938,Very good,8.3
20939,Excellent stay will come back,10
20940,Exceptional,10
20941,Lovely emotional stay in Flanders fields with good food and beer.,8.5
20942,"Clean, comfy and good value",9.2
20943,Poor,3
20944,Nieuwpoort 08/19,7.9
20945,Exceptional,10
20946,Very good,8
20947,Exceptional,10
20948,Meh,5
20949,Exceptional,9.6
20950,"Nice, quiet place in the vicinity of the airport",9.6
20951,"Prime location ,excellent stay,will return again.",10
20952,Couldn’t get there.,5.8
20953,Very nice.  Would stay again with able-bodied travel companions.,10
20954,Good value for the money,8
20955,Nice short stay,8
20956,Feels like home except but much better!,9.6
20957,Exceptional,10
20958,Exceptional,10
20959,Superb,9.2
20960,Very poor,1
20961,Very good,8.3
20962,Great stay!,10
20963,Superb,9
20964,Exceptional,9.6
20965,"Nice location. Not really focused on our needs of a comfortable, basic room and a good breakfast to",6
20966,Superb,9
20967,Exceptional,9.6
20968,Exceptional,10
20969,Pleasant,6.7
20970,Excellent accommodation. Clean and good facilities. Complimentary tea and coffee huge bonus,10
20971,Very good,8
20972,Very good,8
20973,Lovely countryside house,9
20974,Exceptional,10
20975,Will come back again.,8
20976,Good,7.9
20977,Exceptional,9.6
20978,HotelManagement doesn‘t represent the brand,4
20979,Exceptional,10
20980,Exceptional,10
20981,Superb,9.2
20982,Exceptional,9.6
20983,Not at all what the pictures showed. Bait & switch. Showed one room but we got an attic room in the 4th floor and th,5.4
20984,Superb,9
20985,"Great parking service, close to the airport.",8.3
20986,Very good location close to the canal and a short walk to the city centre.,8
20987,Exceptional,10
20988,Exceptional,10
20989,"Great central location, delicious breakfast and good value for a stay in Belgium",8.3
20990,Pleasant,6.7
20991,Fine hotel in nice location!,9
20992,Very nice house for a group of people or families,10
20993,Exceptional,10
20994,Good,7
20995,A good value place to stay,9.6
20996,Exceptional,10
20997,Passable,5
20998,Exceptional,10
20999,Very good,8
21000,Exceptional,10
21001,Was staying for a special engagement totally ruined,2
21002,Very good,8
21003,Exceptional,9.6
21004,"Excellent location, very comfy room, warm welcome.",9
21005,Exceptional,10
21006,A reaonably priced hotel.,7.5
21007,Passable,5
21008,Good,7
21009,Exceptional,10
21010,Fabulous,8.8
21011,Good,7
21012,Lovely hotel,10
21013,Superb,9.2
21014,"Oke, and not what i expect of a Radisson....",6
21015,Exceptional,10
21016,Good,7.9
21017,Exceptional,10
21018,Pleasant,6
21019,"excellent time, excellent host!",10
21020,great for overnight stay with good breakfast,9.2
21021,Exceptional,10
21022,Highly recommend if you plan to travel to Ypres and area. Central location is ideal.,10
21023,Satisfactory stay for a good location but breakfast and accessibility need a rethink,6.7
21024,Very good,8
21025,Good,7
21026,Exceptional,10
21027,Exceptional,10
21028,Exceptional,10
21029,Stayed for a week great location friendly staff would like to go back one day.,8.8
21030,Nice hotel for the price!,9.2
21031,Pleasant,6
21032,Exceptional,10
21033,Good,7.1
21034,Exceptional,10
21035,Awful bed!,2
21036,Superb,9.2
21037,Great for me as I needed an overnight stay near the airport.,9.6
21038,Exceptional,10
21039,Fantastic apartment in a beautiful location,9.6
21040,Alright and welcoming,8.8
21041,Fabulous,8.8
21042,A good stay at a busy brussels destination,8
21043,Exceptional,10
21044,Exceptional,10
21045,Exceptional,10
21046,Always a safe choice.,9.6
21047,Pleasant,6.3
21048,Good,7.1
21049,Poor,3.3
21050,Pleasant,6.3
21051,Exceptional,9.5
21052,Exceptional,10
21053,Exceptional,9.6
21054,A great apartment with the best location in Ypres and the most helpful owner.,10
21055,Seaside disappointment,3.8
21056,Exceptional,10
21057,Good stay. Staff very friendly and professional,7
21058,"Nice hotel, friendly staff, clean, good breakfast.",9.2
21059,Superb,9
21060,Brilliant.,10
21061,A weekend away to Brussels,10
21062,Exceptional,10
21063,Exceptional,9.6
21064,Exceptional,9.6
21065,Well worth visiting,10
21066,Exceptional,10
21067,Very good,8.3
21068,Exceptional,10
21069,Exceptional,9.6
21070,Exceptional,9.6
21071,Bed was really comfy. Hotel is clean.,
21072,Superb,9.2
21073,Exceptional,10
21074,Exceptional,10
21075,KOGs Trip,10
21076,Pleasant hassle and hassle free.,8.8
21077,Exceptional,10
21078,Good,7.1
21079,Exceptional,10
21080,Perfectly adequate for a short stay in Bruges.,6
21081,Exceptional,10
21082,Can't wait to visit again,10
21083,Adorable hotel,10
21084,Overall an enjoyable stay.,9.6
21085,Pleasant,6
21086,Very good,8.3
21087,Exceptional,9.6
21088,Fabulous,8.8
21089,Simply a fantastic experience,10
21090,Exceptional,10
21091,Exceptional,10
21092,"The bathroom drain was clogged, but the room was clean and comfortable. The breakfast was lovely.",7.9
21093,Exceptional,9.6
21094,Exceptional,9.6
21095,Exceptional,10
21096,Good,7.9
21097,Perfect. And we got engaged!,10
21098,Beautiful house in excellent location,10
21099,Passable,5
21100,4+ star hotel with excellent features and great location.,8.8
21101,Exceptional,10
21102,Superb,9
21103,"Great little hotel, very central, well managed and run.",9.6
21104,comfortable stay will be promised,9.2
21105,Very poor,1
21106,Very good,8.3
21107,Exceptional,9.6
21108,Exceptional,10
21109,Exceptional,9.6
21110,The very good place for get a rest between flights.,10
21111,Perfect Bruges stay,10
21112,Exceptional,10
21113,Very good,8
21114,It was a wonderful holiday at this hotel,9.6
21115,Exceptional,9.6
21116,Great Value,8.8
21117,Lovely hosts and breakfast made up for facilities.,8.3
21118,Good,7.5
21119,Exceptional,10
21120,Good,7.1
21121,Exceptional,9.6
21122,Passable,5
21123,Exceptional,9.6
21124,Felt at ease in a homely hospitality,7.9
21125,A gem,10
21126,The best accommodation in Ypres,10
21127,Superb,9.2
21128,Fabulous,8.8
21129,"Fantastic stay, quiet, cozy and great breakfast!",9.6
21130,Happy,7.9
21131,Excellent.,9.6
21132,Good business hotel,8.8
21133,Exceptional,10
21134,Superb,9
21135,Okay,5.8
21136,Pleasant,6.3
21137,Ok,8.8
21138,"Elegant, comfortable and very welcoming.",10
21139,We had a great stay - the owners were very welcoming,10
21140,Good,7.9
21141,Exceptional,9.6
21142,Exceptional,10
21143,Cheapest room with breakfast included I ever booked in Minsk. Very good quality for this price.,8.8
21144,Exceptional,10
21145,Totally fantastic in every way.,10
21146,Exceptional,10
21147,Good,7.9
21148,Exceptional,10
21149,Poor,3.8
21150,Exceptional,10
21151,A perfect trip !,9
21152,Exceptional,9.6
21153,Poor,3.8
21154,Ideal for a few nights in Brussels. Also for tourist activities.,8.8
21155,Exceptional,10
21156,"Good value, would stay again.",8.3
21157,"Ypres is a great location for WW1 historic sites, this hotel is perfect location in Ypres.",10
21158,overall good,9.6
21159,Disappointing,4.2
21160,Superb,9.2
21161,Exceptional,10
21162,Disappointing,4.6
21163,Convenient to be so close to the airport but there is a lot of space for improvement,7.1
21164,Definitely Coming Back!,10
21165,Exceptional,10
21166,Welkend in Brussels very enjoyable,9.2
21167,Good,7
21168,Exceptional,9.6
21169,Great excellent but leave room for us to return,10
21170,Great place!!,9.2
21171,Okay,5.8
21172,Superb,9.2
21173,Exceptional,10
21174,We had a very good time.,10
21175,Exceptional,10
21176,Fantastic Hotel,10
21177,Good,7.5
21178,Very poor,2
21179,Great value for money,7.5
21180,Exceptional,9.6
21181,Exceptional,10
21182,"Stayed several times - always helpful, nice to see new lobby",10
21183,"Comfortable bed, big room, very helpful personal  but the room   and the bathroom had a bad smell.",7
21184,Exceptional,10
21185,A very awesome experience celebrating our 44th Wedding Anniversary in your amazing city!,10
21186,Perfect overnight stay between flights,10
21187,the most comfortable bed you could wish for; helpful staff,8.8
21188,Good,7.5
21189,Very good,8.3
21190,Great bnb in Ieper close to everything and friendly staff,10
21191,Exceptional,10
21192,Need more people working front desk at check in time,10
21193,Good,7.1
21194,Exceptional,9.6
21195,Pleasant,6
21196,Exceptional,9.6
21197,Quiet and well located,8.8
21198,Good,7.5
21199,Happy returning client,9.6
21200,Everything was good,9.6
21201,Best Hotel,10
21202,Exceptional,10
21203,Good,7
21204,Exceptional,10
21205,Poor,3.8
21206,Very good,8.3
21207,Superb,9.2
21208,Excellent,7.5
21209,"simple , average and normal stay",7.5
21210,Excellent,10
21211,Exceptional,10
21212,Exceptional,10
21213,Very good,8
21214,Very Good,10
21215,more than OK,7.9
21216,Good,7.1
21217,Great value for money!,9.6
21218,"Friendly and Ideal location,likely to return sometime",9.2
21219,The best place to stay in Brussels!,10
21220,Exceptional,10
21221,Good,7.9
21222,Good,7.1
21223,Pleasant,6.7
21224,Value for money.,7.9
21225,Exceptional,9.6
21226,Very good,8.3
21227,Good,7.9
21228,Good,7.5
21229,Exceptional,10
21230,"Well located, modern hotel with helpful staff",8.8
21231,Superb,9.2
21232,Good,7.5
21233,Good,7.1
21234,Very good,8
21235,Lovely little hotel near to the town square,10
21236,Super place!!,10
21237,overpriced option for an awful service,2
21238,Very good,8
21239,Very good,8
21240,Fabulous,8.8
21241,Superb,9
21242,Good,7.5
21243,Superb,9
21244,Exceptional,10
21245,Exceptional,10
21246,Superb,9
21247,Passable,5.4
21248,Disappointing,4.6
21249,Exceptional,9.6
21250,"Wonderful  hotel, lovely staff, beautiful city.",10
21251,Excellent,10
21252,Pleasant,6.7
21253,Stay again great location,10
21254,Fabulous,8.8
21255,Fabulous,8.8
21256,Good,7.5
21257,Exceptional,10
21258,Very good,8
21259,An excellent base for a visit to Brussels.,10
21260,"Excellent and comfortable stay, Warmly recommend it.",10
21261,Superb,9.2
21262,"Not 3 star accommodation - basic essentials missing, you'd get better vfm elsewhere",5.8
21263,Excellent,10
21264,Good,7.9
21265,Very good,8.3
21266,Surprising gem in an authentic farm!,10
21267,Good,7
21268,Exceptional,10
21269,4 days stay,10
21270,Good,7.9
21271,"Good location, helpful staff, bedroom and quality of beds were not good",6.3
21272,Good,7
21273,Exceptional,9.6
21274,Exceptional,9.5
21275,Its really nice and comfy.,10
21276,Exceptional,10
21277,Exceptional,10
21278,Exceptional,10
21279,Comfy well run friendly hotel,10
21280,Very good,8
21281,Fabulous,8.8
21282,Exceptional,10
21283,Fabulous,8.8
21284,Good stay at Cathedral Hotel,8.3
21285,Exceptional,10
21286,Exceptional,10
21287,A pleasant B&B,7.5
21288,Very good,8
21289,Exceptional,10
21290,"The staff helped with everything I needed, gave some lucky advices about cafes, places, paths.",10
21291,Very good,8
21292,Good,7.5
21293,Exceptional,10
21294,Very good,8.3
21295,Good,7.5
21296,Lovely B&B in a charming location,9
21297,Exceptional,10
21298,Exceptional,10
21299,Exceptional,10
21300,Very poor,1
21301,Exceptional,10
21302,Relaxing and comfortable,10
21303,Very good,8
21304,Good,7.5
21305,I can recommend this. I'd definitely stay here again.,10
21306,Superb,9.2
21307,really enjoyed the stay in Ghent,9.2
21308,"great location, great breakfast, very clean",9
21309,A place to come back,10
21310,Good,7
21311,Good,7.5
21312,Exceptional,10
21313,Exceptional,10
21314,Poor,3
21315,Very good,8.3
21316,Lovely Hotel,10
21317,Excellent stay,10
21318,Good,7.5
21319,Disappointing,4.6
21320,Exceptional,9.6
21321,"Nice stay, but something went wrong...",7.1
21322,Superb,9
21323,Very good,8
21324,Over all Good,7
21325,Just perfect!,10
21326,Good,7.5
21327,Great place to stay. Spotlessly clean. Excellent location,9
21328,Good,7.5
21329,Excellent little hotel,10
21330,Stay at Butgenbach.,8
21331,Good,7.9
21332,We only stayed 2 nights so overall we were happy,6.3
21333,Superb,9.2
21334,Good,7.5
21335,Perfect,10
21336,Super lovely stay !,9
21337,Very good,8.3
21338,Fabulous,8.8
21339,Exceptional,9.6
21340,Exceptional,10
21341,Superb,9.2
21342,Superb,9.2
21343,Superb,9
21344,Very good,8.3
21345,Exceptional,10
21346,Superb,9.2
21347,Great value accomodation in walking distance of city centre,7.9
21348,Superb,9
21349,Very enjoyable and comfortable,10
21350,Overall was a pleasant stay and plenty of shops in the neighborhood. .,7.9
21351,Exceptional,9.6
21352,Exceptional,9.6
21353,Exceptional,10
21354,Very good,8
21355,Exceptional,10
21356,A pleasant surprise,9
21357,Very good,8.3
21358,Awesome location close to all the sights,10
21359,Good,7.9
21360,Gent weekend,6.3
21361,Superb,9
21362,Fantastic place to be!,10
21363,Good,7.5
21364,A nice stay,8.3
21365,Fabulous,8.8
21366,Exceptional,10
21367,Good,7.1
21368,"A very pleasant stay overall, with nothing to complain about!",10
21369,Cozy boutique/spa hotel in Northeast Belgium,9
21370,Fabulous,8.8
21371,"Enjoyed our stay, but the hygiene is bad and price / quality (very) bad.",5.8
21372,Nice hotel,9.2
21373,Exceptional,10
21374,Very good,8
21375,Exceptional,10
21376,Good,7.1
21377,Recommended for a short stay in Brussels,10
21378,Pleasant,6.3
21379,Fabulous,8.8
21380,Very well),10
21381,Exceptional,10
21382,"Wonderful hotel, excellent food, super spa",9
21383,Good,7.1
21384,Thank you!,10
21385,Good,7.5
21386,Exceptional,10
21387,Fabulous,8.8
21388,Superb,9
21389,A suburban experience!,6.3
21390,Exceptional,10
21391,Okay,5.8
21392,Exceptional,10
21393,Good,7.1
21394,Fantastic stay,10
21395,Fabulous wellness hotel near Hautes Fagnes,9.2
21396,Good,7.9
21397,Quaint hotel in the centre of Brugge,10
21398,Exceptional,9.6
21399,Ghent,5.8
21400,Superb,9.2
21401,Nice property lovey rooms,8
21402,Exceptional,10
21403,Exceptional,10
21404,Superb,9.2
21405,Exceptional,9.6
21406,Great stay!,10
21407,Positively surprised!,9
21408,Good,7.1
21409,Disappointing,4.2
21410,Good,7.5
21411,Fantastic hotel,10
21412,Good location at low cost with good food.,9
21413,Passable,5
21414,Exceptional,9.6
21415,Exceptional,10
21416,Good,7.5
21417,Cozy hotel in cute place,7.9
21418,Great hotel with a nice spa center.,9.2
21419,Good,7.9
21420,Pleasant,6.3
21421,Superb,9.2
21422,Very poor,2.5
21423,Exceptional,10
21424,Good,5
21425,Exceptional,10
21426,Exceptional,9.6
21427,Exceptional,10
21428,Clean & Comfortable!,8.8
21429,Good hotel for cyclists,9.2
21430,Superb,9.2
21431,2-day trip,6.3
21432,Very good,8.3
21433,perfect,10
21434,Exceptional,10
21435,Exceptional,10
21436,Exceptional,10
21437,Exceptional,10
21438,Very good,8.3
21439,Excellent. Very impressed. Very good value.,9.6
21440,super,9.5
21441,Good,7.5
21442,Exceptional,9.6
21443,Good,7.5
21444,Good location. Quiet yet central. Would stay again.,9.6
21445,Awesome stay... felt like king in the castle...,10
21446,Was good,9.2
21447,Exceptional,9.6
21448,Superb,9.2
21449,It was excellent!,10
21450,Hidden gem of a hotel,8.8
21451,Exceptional,9.6
21452,Cool interior,8.3
21453,Exceptional,9.6
21454,Fabulous,8.8
21455,Very good,8.3
21456,Lovely staff!,10
21457,Exceptional,10
21458,Good,7.5
21459,Exceptional,10
21460,Fabulous,8.8
21461,I will definitely stay there again if one day decide to return to Brugge!,10
21462,The best place to disconnect from the world!,10
21463,Good,7.9
21464,Exceptional,10
21465,Very good,8.3
21466,Superb,9.2
21467,Great experience!,10
21468,Great value-for-money for a short stay.,7.5
21469,Good,7.5
21470,Exceptional,10
21471,Good,7.9
21472,"Great little hotel, great experience!",9.6
21473,"First, but definitely not our last stay.",10
21474,Very good,8.3
21475,Disappointing,4.6
21476,Good,7.9
21477,Short Brussels break,9.6
21478,Poor,3
21479,Excellent,10
21480,Fabulous,8.8
21481,Exceptional,10
21482,"Excellent staff, great location. Overall really good.",10
21483,not as good as last time.,7
21484,Disappointing,4
21485,Lovely for a weekend getaway,9.6
21486,Good,7.5
21487,Super 10/10,10
21488,Good,7
21489,Great Hotel; Good Location; Very Helpful Staff,10
21490,Exceptional,10
21491,Good,7.5
21492,First class,10
21493,"Excellent stay, beautiful location, very nice staff,",9
21494,Exceptional,10
21495,Great spot!,10
21496,Good,7.1
21497,Super Nice B&B,9.2
21498,Passable,5.4
21499,Business trip made very enjoyable as hotel is well located in central Brussels,9.2
21500,Superb,9.2
21501,Superb,9.2
21502,Charming hotel close to central s,10
21503,Enjoyable and relaxing,10
21504,Exceptional,9.6
21505,Exceptional,9.6
21506,Fabulous,8.8
21507,"Pleasant atmosphere, excellent service",9.6
21508,Good,7.9
21509,Great place to stay in a good location.,9.2
21510,Exceptional,10
21511,Very good,8.3
21512,bruges is stunning Fevery hotel covered all the bases,7.9
21513,Exceptional,10
21514,Exceptional,10
21515,Superb,9.2
21516,Great place for a short (or longer) stay,9.2
21517,Pleasant,6.3
21518,Perfect stay,10
21519,Fabulous,8.8
21520,Good for 34$,7.9
21521,Fabulous,8.8
21522,An excellent B&B in a quiet area of Brussels,10
21523,Superb,9.2
21524,A good value for money hotel for both business and city breaks.,8.8
21525,Very good,8.3
21526,Good,7.5
21527,Exceptional,10
21528,Exceptional,9.6
21529,Exceptional,10
21530,Exceptional,9.6
21531,Exceptional,10
21532,Pleasant,6
21533,1 night stay,7.5
21534,Exceptional,10
21535,Very good,8.5
21536,Pleasant,6.3
21537,Exceptional,9.6
21538,Exceptional,10
21539,Poor,3
21540,Perfect place to rest and relax.,10
21541,We did enjoy our stay. The receptionist was kind and helpful.,8
21542,Good,7.9
21543,Superb,9.2
21544,"Location, location",8
21545,Very nice place and value for money,8
21546,Good,7
21547,Disappointing,4.2
21548,Very good,8.3
21549,Just perfect to discover Bouillon and neighborhood,8
21550,Exceptional,10
21551,Very good,8
21552,"Great breakfast, nice staff and loud parties",5.4
21553,Good place to stay and super team!,8.3
21554,Very good,8
21555,Exceptional,10
21556,Aanrader,9
21557,Good,7.9
21558,Exceptional,9.6
21559,Very good,8
21560,Good,7.9
21561,Exceptional,10
21562,Very good,8.3
21563,Good,7
21564,Very hospitable at a central location,9.6
21565,Good hotel with friendly staff in a very good location for the discovery of the city.,8
21566,Good,7.9
21567,Fabulous,8.8
21568,Good,7.5
21569,Great place,10
21570,Exceptional,10
21571,Very good,8.3
21572,Very good,8.3
21573,"really good hotel, friendly owner and great food!",8
21574,Comfortable & convenient.,9
21575,Exceptional,10
21576,Very good,8.3
21577,Exceptional,10
21578,cheap escape to belgian coast,10
21579,Superb,9.2
21580,Good,7.5
21581,Exceptional,10
21582,Best price/quality hotel in Liège,10
21583,Excellent location and food! Only issue was air conditioning and the wooden floor,7.5
21584,Exceptional,10
21585,Superb,9.2
21586,Good,7.5
21587,Exceptional,10
21588,Great again !!!,7.5
21589,"Basic place, very clean, shared bathroom",8.8
21590,"Practical, well located, efficient",7.9
21591,Superb,9
21592,Good,7
21593,"Good location, nice staff, run down room",7.1
21594,Superb,9.2
21595,Superb,9.2
21596,Good,7.5
21597,"Quiet and peaceful chalet in a small, friendly park.",10
21598,Wonderful hotel. Strongly recommended.,9.6
21599,Good,6
21600,Very nice apartment,9
21601,Perfect location for a long weekend,10
21602,Very good,8
21603,Superb,9
21604,Superb,9
21605,Excellent stay,10
21606,Breakfast is very good with many options.,
21607,Very good,8
21608,Superb,9
21609,OK,6.7
21610,Exceptional,10
21611,Fabulous,8.8
21612,Exceptional,10
21613,Thank you!,
21614,Superb,9.2
21615,"Great staff and location.   Comfortable, stylish room.  Poor internet and no fitness facilities.",9.2
21616,excellent location,9
21617,recommendable accommodation,9
21618,Exceptional,10
21619,Superb,9
21620,Silent and peaceful,9
21621,A very nice hostess will receive you in an extremely clean and luxurious apartment!,8
21622,Excellent hotel.,9.6
21623,Great city stay for a family.,10
21624,Superb,9
21625,Apart from that it was brilliant,8.3
21626,Exceptional,10
21627,Good,7.5
21628,Great place to see Minsk and at the same time to explore some nature,9.2
21629,Superb,9.2
21630,Exceptional,9.6
21631,I don't recommend,4
21632,quite ok,7
21633,Brilliant for a short stay with older kids - good value for money,9.2
21634,Superb,9
21635,very nice and cosy place,8.8
21636,Exceptional,10
21637,"Amazing for a city break in Brussels, the location could not be better for this!",9.2
21638,Very good,8
21639,Exceptional,10
21640,Superb,9.2
21641,Amazing,10
21642,Exceptional,9.6
21643,Exceptional,9.6
21644,Very good,8.3
21645,Superb,9.2
21646,Poor,3
21647,"Beautiful flanders.  In the next days, I re-read the story of Tijl Uylenspiegel...",8
21648,"Nice and cosy appartement, but it was a bit far from the ""social"" beach for families with children",7
21649,Wonderful,10
21650,We enjoyed our stay and the local cuisine.,9
21651,This was a very relaxing and enjoyable stay.,10
21652,Good,7.1
21653,Superb,9
21654,Overall we enjoyed our stay but the room was too small,7.5
21655,Good hotel with parking and pet friendly!,9
21656,Superb,9
21657,Good,7.1
21658,Exceptional,10
21659,Superb,9.2
21660,Great for a getaway in the country.,9.6
21661,Good,7
21662,Elegant hotel in the heart of Antwerp,9.6
21663,Poor,3
21664,Exceptional,10
21665,Superb,9.2
21666,Very good,8
